word,nikkud,transliteration
אינדיאני,אִינְדִּיַּנִי,indiyáni
אינדיאני,אִינְדִיָאנִי,indyáni
אינדיגו,אִינְדִּיגוֹ,índigo
אינדיום,אִינְדְּיוּם,indiúm
אינדיקטור,אִינְדִּיקָטוֹר,indikátor
אינדקס,אִינְדֶּקְס,índeks
אינהיביציה,אִינְהִיבִּיצְיָה,inhivítsya
אינהרנטי,אִינְהֶרֶנְטִי,inherénti
אינוליד,אִינְוָלִיד,invalíd
אינולין,אִינוּלִין,inulín
אינורסיה,אִינְוֶרְסְיָה,invérsya
אינורסית,אִינְוֶרְסְיַּת,invérsyat
אינטגרטיבי,אִינְטֶגְרָטִיבִי,integratívi
אינטגרל,אִינְטֶגְרָל,integrál
אינטגרלי,אִינְטֶגְרָלִי,integráli
אינטגרציה,אִינְטֶגְרַצְיָה,integrátsya
אינטואיציה,אִינְטוּאִיצְיָה,intuítsia
אינטואיציוניזם,אִינְטוּאִיצְיוֹנִיזְם,intuitsyonízm
אינטונציה,אִינְטוֹנָצְיָה,intonátsya
אינטימי,אִינְטִימִי,intími
אינטליגנציה,אִינְטֶלִיגֶנְצְיָה,inteligéntsya
אינטליגנציה,אִינְטֶלִיגֶנְצְיָה,inteligéntsya
אינטלקטואל,אִינְטֶלֶקְטוּאָל,intelektuál
אינטלקטואליזציה,אִינְטֶלֶקְטוּאָלִיזַצְיָה,intelektualizátsya
אינטראקטיבי,אִינְטֶרְאַקְטִיבִי,interaktívi
אינטראקציה,אִינְטֶרְאַקְצְיָה,interáktsya
אינטרדיסציפלינרי,אִינְטֶרְדִּיסְצִיפְּלִינָרִי,interdistsiplinári
אינטרוברט,אִינְטְרוֹבֶרְט,introvért
אינטרוברטי,אִינְטְרוֹבֶרְטִי,introvérti
אינטרוברסיה,אִינְטְרוֹבֶרְסְיָה,introvérsia
אינטרון,אִינְטְרוֹן,intrón
אינטרלוקין,אִינְטֶרְלֵוּקִין,interléukin
אינטרנט,אִינְטֶרְנֶט,ínternet
אינטרנציונליזם,אִינְטֶרְנַצְיוֹנָלִיזְם,internatsionalízm
אינטרס,אִינְטֶרֶס,interés
אינטרסנט,אִינְטֶרֶסַנְט,interesánt
אינטרסקס,אִינְטֶרְסֶקְס,ínterseks
אינטרפולציה,אִינְטֶרְפּוֹלַצְיָה,interpolátsya
אינטרפוץ,אִינְטֶרְפּוּץ,ínterputs
אינטרפזה,אִינְטֶרְפָזָה,interfáza
אינטרפרומטר,אִינְטֶרְפֶרוֹמֶטֶר,interferométer
אינטרקום,אִינְטֶרְקוֹם,interkúm
אינסולין,אִינְסוּלִין,insulín
אינסומניה,אִינְסוֹמְנִיָּה,insómniya
אינסוף,אֵינְסוֹף,ensóf
אינסופי,אֵינְסוֹפִי,einsofí
אינסטינקט,אִינְסְטִינְקְט,instínkt
אינסטלטור,אִינְסְטֶלָטוֹר,instelátor
אינספקטור,אִינְסְפֶּקְטוֹר,inspéktor
אינפיניטסימל,אִינְפִינִיטֶסִימָל,infinítesimal
אינפלציה,אִינְפְלַצְיָה,inflátsya
אינפנטילי,אִינְפַנְטִילִי,infantíli
אינץ',אִינְץ',intsh
אינצ'י,אִינְצִ'י,ínchi
אינצידנט,אִינְצִידֶנְט,intsidént
אינקובטור,אִינְקוּבָּטוֹר,inkubátor
אינקוגניטו,אִינְקוֹגְנִיטוֹ,incogníto
אינקויזיציה,אִינְקְוִיזִיצְיָה,inkvizítsya
אינקרמנטלי,אִינְקְרֶמֶנְטָלִי,inkrementáli
אינרטי,אִינֶרְטִי,inerti
אינרציאלית,אִינֶרְצְיָאלִית,inertsyálit
אינתיפדה,אִינְתִּיפָדָה,intifáda
איסה,אֵיסֶה,eíse
איסטרידא,אִיסְטְרִידָא,istrída
איסלנד,אִיסְלַנְד,ísland
איסקופה,אִיסְקוּפָּה,iskupá
איפה,אֵיפָה,efá
איפכא,אִיפְּכָא,ípkha
איפסו,אִיפְּסוֹ,ípso
איפרכיא,אֵיפַּרְכִיָּא,eparchíya
איפשר,אֵיפְשָׁר,ífshar
איקון,אַיקוֹן,áykon
איקונוגרפיה,אִיקוֹנוֹגְרַפְיָה,ikonográfya
איקונודוליסט,אִיקוֹנוֹדוּלִיסְט,ikonodulíst
איקונופיל,אִיקוֹנוֹפִיל,ikonofíl
איקונוקלזם,אִיקוֹנוֹקְלַזְם,ikonoklázm
איקוני,אִיקוֹנִי,ikóni
איקונין,אִיקוֹנִין,ikonín
איקס,אִיקְס,iks
איקרה,אִקְרָה,ikrá
איקריוט,אֵיקַרְיוֹט,ekaryót
איקריוטי,אֵיקַרְיוֹטִי,ekaryotí
איקריפטיט,אֵיקְרִיפְטִיט,ekríptit
איר,אִיָּר,iyár
אירדנטה,אִירֶדֶנְטָה,iredénta
אירואמריקה,אֵירוֹאָמֵרִיקָה,eiroamérikah
אירואסיה,אֵירוֹאַסְיָה,eiroásyah
אירוניה,אִירוֹנְיָה,irónya
אירוס,אִירוּס,írus
אירוסין,אֵרוּסִין,erusín
אירופה,אֵירוֹפָּה,erópa
אירופיום,אֵירוֹפְּיוּם,európium
אירידיום,אִירִידְיוּם,iridiúm
איריטופי,אֵירִיטוֹפִּי,eiritópi
אירית,אִירִית,írit
אירית,אִירִית,irít
אירלס,אֵירְלֶס,eírles
איש,אִישׁ,ish
איש,אִיש,ish
איש,אִישׂ,ish
אישון,אִישׁוֹן,ishón
אישי,אִישִׁי,ishí
אישיות,אִישִׁיּוּת,isiyút
אישיות,אִישִׁיּוּת,ishiyút
אישים,אִישִׁים,ishím
איתון,אִיתוֹן,íton
איתות,אִיתוּת,itút
איתמר,אִיתָמָר,itámar
איתנות,אֵיתָנוּת,eitanút
אך,אַךְ,ach
אכדית,אַכַּדִּית,akadít
אכזב,אַכְזָב,akhzáv
אכזבה,אַכְזָבָה,akhzavá
אכזר,אַכְזָר,akhzár
אכזרי,אַכְזָרִי,akhzarí
אכזריות,אַכְזָרִיּוּת,akhzariyút
אכיל,אָכִיל,akhíl
אכילה,אֲכִילָה,ekhíla
אכילה,אֲכִילָה,akhilá
אכילס,אַכִילֵס,akhíles
אכיפה,אֲכִיפָה,akhifá
אכל,אָכַל,akhál
אכל,אֹכֶל,óchel
אכלה,אָכְלָה,okhlá
אכלוסיה,אֻכְלוּסִיָּה,ukhlusiyá
אכלוסין,אֻכְלוּסִין,ukhlusín
אכמנית,אֻכְמָנִית,úkhmanit
אכן,אַכָּן,akán
אכסדרה,אַכְסַדְרָה,akhsadrá
אכסניה,אַכְסַנְיָה,akhsanyá
אכסנית,אַכְסַנְיַת,akhsanyát
אכף,אֶכֶף,ékhef
אכף,אֻכָּף,ukáf
אכפת,אִכְפַּת,ichpát
אכפתי,אִכְפַּתִי,ikhpáti
אכר,אִכָּר,ikár
אל,אַל,al
אל,אֵל,el
אל,אֶל,el
אלא,אֶלָּא,éla
אלבום,אַלְבּוֹם,al'bóm
אלבום,אַלְבּוֹם,albóm
אלבניה,אַלְבַּנְיָה,albánya
אלגביש,אֶלְגָּבִישׁ,elgavísh
אלגברית,אַלְגֶּבְּרִית,álgebrit
אלגון,אִלְגּוּן,ilgún
אלגוריתם,אַלְגּוֹרִיתֶם,algorítem
אלגנטי,אֶלֶגַנְטִי,elegánti
אלה,אַלָּה,alá
אלה,אָלָה,alá
אלה,אֵלָה,elá
אלה,אֵלֶּה,éle
אלהורות,אַלְהוֹרוּת,alhorút
אלהי,אֱלֹהִי,elohí
אלהים,אֱלֹהִים,elohím
אלו,אֵלּוּ,élu
אלו,אִלּוּ,ílu
אלוח,אִלּוּחַ,ilú'akh
אלוטרופ,אָלוֹטְרוֹפּ,alotróp
אלוטרופיה,אָלוֹטְרוֹפְּיָה,alotrópyah
אלול,אֱלוּל,elúl
אלולא,אִלּוּלֵא,ilulé
אלולי,אֱלוּלִי,elulí
אלומיניום,אָלוּמִינְיוּם,alumínyum
אלון,אַלּוֹן,alón
אלונתית,אֲלוּנְתית,aluntít
אלוסטריה,אָלוֹסְטֶרְיָה,alostérya
אלוף,אַלּוּף,alúf
אלחוש,אִלְחוּשׁ,ilkhúsh
אלטאיר,אַלְטָאִיר,altá'ir
אלטוקומולוס,אַלְטוֹקוּמוּלוּס,altocúmulus
אלטר,אַלְטֶר,álter
אלטרואיזם,אַלְטְרוּאִיזְם,altruízm
אלטרנטיבית,אַלְטֶרְנָטִיבִית,altérnativit
אלטרנטיבית,אַלְטֶרְנָטִיבִית,alternatívit
אליבא,אַלִּיבָּא,alíba
אליבא,אַלִּיבָּא,alibá
אליבי,אָלִיבִּי,alíbi
אליגטור,אָלִיגָטוֹר,aligátor
אליה,אֵלִיָּה,eliyá
אליה,אַלְיָה,alyá
אליהו,אֵלִיָּהוּ,eliyáhu
אליטיזם,אֶלִיטִיזְם,elitízm
אליטרציה,אָלִיטֶרַצְיָה,aliterátsya
אליל,אֱלִיל,elíl
אלילים,אֱלִילִים,elilím
אלים,אַלִּים,alím
אלימות,אַלִּימוּת,alimút
אלימינציה,אֶלִימִינַצְיָה,eliminátsya
אליפטי,אֶלִיפְּטִי,elípti
אליפטיקל,אֵלִיפְּטִיקָל,elíptikal
אליפסה,אֵלִיפְּסָה,ellípsa
אליפסואיד,אֶלִיפְּסוֹאִיד,elípsoaid
אליקסיר,אֵלִיקְסִיר,eliksír
אלישה,אֱלִישָׁה,elishá
אלית,אֲלִית,alít
אלכוהול,אַלְכּוֹהוֹל,alkohól
אלכוהוליזם,אַלְכּוֹהוֹלִיזְם,alkóholizem
אלכוהוליסט,אַלְכּוֹהוֹלִיסְט,alkóholist
אלכימאי,אַלְכִימַאי,alkhimaí
אלכימיה,אַלְכִימְיָה,alkhímya
אלכסון,אֲלַכְסוֹן,alakhsón
אלכסנדר,אֲלֶכְּסַנְדֶּר,aleksánder
אלכסנדריה,אֲלֶכְּסַנְדְּרִיָּה,alekandríya
אלכסנדרית,אֲלֶכְּסַנְדְרִית,aleksándrit
אלל,אָלֵל,alél
אלל,אָלָל,alál
אלל,אֲלַל,alál
אללה,אַלְלָה,ála
אללוכימיקל,אַלֵלוֹכִימִיקָל,alélokhimikal
אללופתיה,אָלֶלוֹפַּתְיָה,alelopátya
אלם,אֵלֶם,élem
אלם,אִלֵּם,ilém
אלמגים,אַלְמֻגִּים,almugím
אלמה,אֲלֻמָּה,alumá
אלמוני,אַלְמוֹנִי,almoní
אלמות,אַלְמָוֶת,almavét
אלמלא,אִלְמָלֵא,ilmalé
אלמלי,אִלְמָלֵי,ilmaleí
אלמן,אַלְמָן,almán
אלמנדין,אַלְמָנְדִין,almandín
אלמנה,אַלְמָנָה,almaná
אלמנות,אַלְמָנוּת,almanút
אלמנטרי,אֶלֶמֶנְטָרִי,elementári
אלמנך,אַלְמָנָךְ,álmanakh
אלמנת,אַלְמְנַת,almenát
אלן,אֶלֶן,élen
אלנקה,אֲלֻנְקָה,alunká
אלסקה,אָלַסְקָה,aláska
אלסר,אִלְסָר,ilsár
אלסר,אֶלָּסָר,elasár
אלף,אֶלֶף,élef
אלפא,אַלְפָא,álfa
אלפבית,אָלֶפְבֵּית,aléfbet
אלפביתי,אָלֶפְבֵּיתִי,alfabetí
אלפה,אִלְפָּה,ilpá
אלפחור,אַלְפָחוֹר,alfachór
אלפית,אַלְפִּית,alpít
אלפן,אֻלְפָּן,ulpán
אלפנה,אֻלְפָּנָה,ulpaná
אלפס,אִלְפָּס,ilpás
אלקטיבי,אֶלֶקְטִיבִי,electívi
אלקטרה,אֶלֶקְטְרָה,eléktra
אלקטרואופטיקה,אֶלֶקְטְרוֹאוֹפְּטִיקָה,elektroóptika
אלקטרואנצפלוגרם,אֶלֶקְטְרוֹאֶנְצֶפָלוֹגְרָם,eléktroentsefalogram
אלקטרואנצפלוגרף,אֶלֶקְטְרוֹאֶנְצֶפָלוֹגְרָף,eléktroentsefalograf
אלקטרואקוסטיקה,אֶלֶקְטְרוֹאָקוּסְטִיקָה,elektroakústika
אלקטרודינמיקה,אֶלֶקְטְרוֹדִינָמִיקָה,elektródinamika
אלקטרוכימאי,אֵלֶקְטְרוֹכִימַאי,eléktrokhimai
אלקטרוכימי,אֵלֶקְטְרוֹכִימִי,eléktrokhimi
אלקטרוכימיה,אֶלֶקְטְרוֹכִימְיָה,electrokímya
אלקטרוליזה,אֶלֶקְטְרוֹלִיזָה,electrolyizá
אלקטרוליטי,אֶלֶקְטְרוֹלִיטִי,eléktroliti
אלקטרומגנטיות,אֶלֶקְטְרוֹמַגְנֵטִיוּת,elektromagnétiyut
אלקטרומגנטית,אֶלֶקְטְרוֹמַגְנֵטִית,electrómagnetit
אלקטרומגנטית,אֶלֶקְטְרוֹמַגְנֵטִית,electromagnétit
אלקטרון,אֶלֶקְטְרוֹן,elektrón
אלקטרוני,אֶלֶקְטְרוֹנִי,elektroní
אלקטרוני,אֶלֶקְטְרוֹנִי,eléktroni
אלקטרוני,אֶלֶקְטְרוֹנִי,elektróni
אלקטרוני,אֶלֶקְטְרוֹנִי,electroní
אלקטרוניקה,אֶלֶקְטְרוֹנִיקָה,electroniká
אלקטרוניקה,אֵלֶקְטְרוֹנִיקָה,elektrónika
אלקטרונית,אֶלֶקְטְרוֹנִית,eléktronit
אלקטרונית,אֶלֶקְטְרוֹנִית,elektrónit
אלקטרונית,אֶלֶקְטְרוֹנִית,eléktronit
אלקטרוסטטיקה,אֶלֶקְטְרוֹסְטָטִיקָה,eléktrostatika
אלקטרוסקופ,אֶלֶקְטְרוֹסְקוֹפּ,elektroskóp
אלקטרופורציה,אֵלֶקְטְרוֹפּוֹרַצְיָה,elektroporátsyah
אלקטרוקרדיוגרמה,אֵלֶקְטְרוֹקַרְדְּיוֹגְרָמָה,elektrokardiográmah
אלקי,אֱלֹקִי,elokí
אלקיל,אַלְקִיל,alkíl
אלקילציה,אַלְקִילַצְיָה,alkilátsya
אלקלית,אַלְקָלִית,alkálit
אלקן,אַלְקֶן,alkén
אלרגי,אָלֶרְגִּי,alérgi
אלרגיה,אָלֶרְגִּיָּה,alérgya
אלרגן,אָלֶרְגֶּן,alergén
אלת,אֵלַת,elát
אלתור,אִלְתּוּר,iltúr
אלתיים,אֵלָתִיִּים,elatiyím
אלתית,אִלְתִּית,iltít
אלתר,אַלְתַּר,al'tár
אם,אִם,'im
אם,אֵם,em
אם,אֹם,om
אם,אִם,i'm
אם,אִם,im
אמא,אִמָּא,íma
אמבוש,אַמְבּוּשׁ,ámbush
אמבט,אַמְבָּט,ambát
אמבטיה,אַמְבַּטְיָה,ambátya
אמביגרמה,אַמְבִּיגְרָמָה,ambigrámah
אמביולנטי,אַמְבִּיוָלֶנְטִי,ambivalenti
אמביציה,אַמְבִּיצְיָה,ambítsya
אמבסדור,אַמְבַּסָּדוֹר,ambásador
אמברגו,אֶמְבַּרְגּוֹ,embárgo
אמבריולוגיה,אֶמְבְּרִיּוֹלוֹגְיָה,embriyológyah
אמד,אֹמֶד,ómed
אמד,אׂמֶד,ómed
אמדן,אֻמְדָּן,umdán
אמה,אֻמָּה,umá
אמה,אִמָּה,imá
אמה,אַמָּה,amá
אמה,אָמָה,áma
אמהרית,אַמְהָרִית,amhárit
אמו,אַמּוֹ,ammó
אמודאי,אָמוֹדַאי,amodáy
אמום,אִמּוּם,imúm
אמון,אֵמוּן,emún
אמון,אִמּוּן,imún
אמונה,אֱמוּנָה,emuná
אמוניאק,אָמוֹנְיָאק,amónyak
אמונים,אֱמוּנִים,emuním
אמונים,אִמוּנִים,imuním
אמונית,אִמּוּנִית,imunít
אמוץ,אִמּוּץ,imútz
אמוק,אָמוֹק,ámok
אמור,אָמוּר,amúr
אמורי,אֱמוֹרִי,emorí
אמורים,אֵמוּרִים,emurím
אמורפיות,אָמוֹרְפִיּוּת,amórfiyut
אמות,אַמּוֹת,amót
אמיגדלה,אָמִיגְדָלָה,amígdala
אמיד,אָמִיד,amíd
אמיל,אֶמַיְל,emáyl
אמין,אָמִין,amín
אמינית,אָמִינִית,amínit
אמיסיה,אֶמִיסְיָה,emísya
אמיץ,אַמִּיץ,amíts
אמיץ,אַמִּיץ,amitz
אמיר,אָמִיר,amír
אמיר,אֵמִיר,emír
אמירל,אַמִירָל,amirál
אמלל,אֻמְלָל,umlál
אממה,אַמָּמָה,amamá
אמן,אָמָּן,omán
אמן,אֹמֶן,omen
אמן,אֻמָּן,umán
אמן,אָמֵן,amén
אמנה,אֲמָנָה,amaná
אמנה,אָמְנָה,omná
אמנה,אֹמְנָה,omna
אמנון,אַמְנוֹן,amnón
אמנון,אַמְנוּן,amnún
אמנות,אָמָּנוּת,ománut
אמנות,אָמָּנוּת,omanút
אמנות,אֻמָּנוּת,umanút
אמנותו,אֻמָּנוּתוֹ,ummanutó
אמנותו,אֻמָּנוּתוֹ,omanutó
אמנזיה,אַמְנֶזְיָה,amnézyah
אמנציפציה,אֶמַנְצִיפַּצְיָה,emantsipátsya
אמסטרדם,אַמְסְטֶרְדָּם,ámsterdam
אמפוטציה,אַמְפּוּטַצְיָה,amputatsiá
אמפולה,אַמְפּוּלָה,ampúla
אמפורה,אַמְפוֹרָה,amporá
אמפותרי,אַמְפוֹתֵרִי,amfotéri
אמפטמין,אַמְפֶטָמִין,amfetámin
אמפיבוליה,אַמְפִיבּוֹלְיָה,amfibólyah
אמפיבי,אַמְפִיבִּי,amfíbi
אמפיביה,אַמְפִיבְּיָה,amfíbyah
אמפיבית,אַמְפִיבִּית,amfíbit
אמפיפיליות,אַמְפִיפִילִיוּת,amfifíliyut
אמפירי,אֶמְפִּירִי,empíri
אמפיריזם,אֶמְפִּירִיזְם,empirízem
אמפיתאטרון,אַמְפִיתֵאַטְרוֹן,amfite'atrón
אמפליטודה,אַמְפְּלִיטוּדָה,amplitúda
אמפליקון,אַמְפְּלִיקוֹן,amplikón
אמפנדה,אֶמְפָּנַדָה,empanádah
אמפר,אַמְפֶּר,ampér
אמפרמטר,אַמְפֶּרְמֶטֶר,ampérmeter
אמפתיה,אֶמְפַּתְיָה,empátya
אמץ,אֹמֶץ,ómets
אמצאות,אַמְצָאוֹת,amtsaót
אמצה,אֻמְצָה,umtsá
אמצעי,אֶמְצָעִי,emtsa'í
אמצעי,אֶמְצָעֵי,emtsá'ey
אמצעי,אֶמְצָעִי,emtsaí
אמצעי,אֶמְצָעִי,emtsái
אמצעית,אֶמְצָעִית,emtsaít
אמצעית,אֶמְצָעִית,emtsa'ít
אמר,אֹמֶר,ómer
אמר,אִמָּר,imár
אמרה,אִמְרָה,imrá
אמרטו,אֲמָרֶטוֹ,amaréto
אמרים,אֲמָרִים,amarím
אמריציום,אָמֶרִיציוּם,amerítsyum
אמריקאי,אָמֵרִיקָאִי,ameriká'i
אמריקה,אָמֶרִיקָה,amérika
אמריקנו,אָמֶרִיקָנוֹ,amerikáno
אמריקני,אָמֶרִיקָנִי,americani
אמרת,אִמְרַת,imrát
אמש,אֶמֶשׁ,émesh
אמת,אֱמֶת,emét
אמת,אַמַּת,amát
אמתה,אֲמִתָּה,amitáh
אמתחת,אַמְתַּחַת,amtákhat
אמתלה,אֲמַתְלָה,amatlá
אנ'לא,אַנְ'לֹא,anló
